App,Package,Start Time,Duration,Filename
"System",,"Jun 1, 2018 @ 02:52:43 PM","1 min 30 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
56343,1,56437,1873156,56436,0,56445,23,
56445,1,56538,1873156,56536,0,56561,23,
56561,1,56637,1873280,56636,0,56647,37,
56647,1,56738,1873280,56737,0,56748,27,
56748,1,56839,1873280,56838,0,56850,23,
56850,1,56940,1873188,56937,0,56954,25,
56955,1,57039,1872940,57038,0,57046,34,
57046,1,57139,1872992,57138,0,57147,24,
57147,1,57240,1873052,57238,0,57246,25,
57246,1,57340,1873052,57339,0,57352,26,
57353,1,57441,1873176,57439,0,57454,30,
57454,1,57543,1873176,57540,0,57565,30,
57565,1,57642,1873076,57640,0,57649,23,
57649,1,57741,1873076,57740,0,57747,25,
57748,1,57842,1873024,57841,0,57851,21,
57852,1,57942,1872988,57941,0,57949,38,
57949,1,58044,1873040,58043,0,58058,11,
