App,Package,Start Time,Duration,Filename
"System",,"May 31, 2018 @ 03:45:16 PM","1 min 41 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
38146,1,38238,1772156,38237,0,38246,3,
38246,1,38339,1772280,38337,0,38348,3,
38349,1,38439,1771876,38438,0,38446,14,
38446,1,38539,1771928,38538,0,38548,0,
38549,1,38640,1771928,38638,0,38647,6,
38648,1,38739,1772164,38738,0,38743,8,
38744,1,38840,1772144,38839,0,38847,5,
38847,1,38941,1772168,38940,0,38948,6,
38949,1,39042,1772160,39041,0,39049,6,
39050,1,39143,1772160,39141,0,39152,5,
39152,1,39244,1772056,39243,0,39253,9,
39253,1,39344,1772056,39343,0,39351,6,
39351,1,39395,1772056,39393,0,39399,11,
39399,1,39494,1772180,39494,0,39499,9,
39499,1,39595,1772180,39594,0,39608,7,
39608,1,39696,1772180,39695,0,39703,3,
39703,1,39797,1772180,39796,0,39807,6,
39807,1,39899,1772052,39896,0,39904,11,
39905,1,39998,1775648,39997,0,40004,30,
40005,1,40099,1778524,40098,0,40104,35,
40105,1,40200,1767884,40199,0,40208,10,
40208,1,40301,1767884,40300,0,40306,8,
40307,1,40401,1767884,40400,0,40408,5,
40408,1,40503,1767884,40502,0,40511,3,
40512,1,40604,1767936,40602,0,40614,7,
40614,1,40706,1767776,40704,0,40719,13,
40720,1,40805,1767800,40804,0,40811,13,
40812,1,40906,1767792,40905,0,40915,5,
40915,1,41007,1767832,41005,0,41014,5,
41015,1,41107,1767832,41106,0,41116,6,
41116,1,41209,1767832,41207,0,41219,3,
41219,1,41310,1767884,41308,0,41317,6,
41317,1,41412,1767936,41409,0,41419,7,
41419,1,41513,1767640,41510,0,41519,9,
41520,1,41611,1767700,41610,0,41618,4,
41618,1,41712,1767756,41711,0,41719,4,
41719,1,41813,1767756,41812,0,41820,3,
41820,1,41914,1767844,41913,0,41921,7,
41921,1,42017,1767832,42013,0,42031,4,
42032,1,42115,1767832,42114,0,42124,7,
42124,1,42216,1767884,42215,0,42229,7,
42230,1,42317,1767804,42316,0,42325,14,
42326,1,42418,1767860,42417,0,42425,3,
42426,1,42519,1767860,42518,0,42526,5,
42527,1,42620,1767860,42618,0,42627,4,
42627,1,42722,1767480,42719,0,42745,8,
42746,1,42822,1767624,42820,0,42830,14,
42831,1,42923,1767792,42921,0,42933,6,
42934,1,43025,1767548,43021,0,43032,13,
43032,1,43123,1767548,43122,0,43130,8,
43130,1,43224,1767548,43222,0,43230,4,
43231,1,43324,1767608,43323,0,43331,6,
43331,1,43425,1767608,43423,0,43440,5,
43441,1,43526,1767704,43524,0,43533,9,
43534,1,43626,1767764,43625,0,43632,21,
43633,1,43727,1767816,43726,0,43736,6,
43736,1,43828,1767792,43826,0,43835,9,
43835,1,43929,1767868,43927,0,43936,5,
43936,1,44030,1767944,44028,0,44037,6,
44037,1,44130,1767944,44129,0,44145,4,
44145,1,44232,1767992,44231,0,44241,6,
44241,1,44333,1768044,44331,0,44342,4,
44342,1,44433,1768272,44432,0,44439,9,
44439,1,44536,1767924,44534,0,44545,11,
44545,1,44635,1767924,44634,0,44643,6,
44643,1,44735,1768184,44734,0,44742,16,
44745,1,44836,1768136,44835,0,44845,22,
44845,1,44936,1768472,44935,0,44942,20,
44942,1,45037,1768472,45036,0,45043,6,
45043,1,45137,1768636,45137,0,45144,10,
45144,1,45238,1769176,45237,0,45243,17,
45244,1,45339,1769496,45338,0,45345,33,
45345,1,45439,1770268,45438,0,45449,47,
45450,1,45540,1770828,45539,0,45547,73,
45548,1,45640,1770952,45639,0,45647,37,
45647,1,45740,1771448,45739,0,45750,52,
45750,1,45841,1771676,45840,0,45847,40,
45849,1,45941,1772696,45940,0,45948,36,
45948,1,46042,1772376,46041,0,46049,49,
46049,1,46142,1772512,46141,0,46149,46,
46149,1,46244,1776912,46243,0,46255,71,
46255,1,46344,1778772,46343,0,46351,80,
46351,1,46445,1781272,46444,0,46454,83,
46454,1,46547,1786512,46545,0,46557,52,
