App,Package,Start Time,Duration,Filename
"System",,"Mar 16, 2018 @ 05:23:54 PM","3 min 58 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
43817,1,44110,1855032,44109,0,44116,29,
43918,1,44211,1855528,44210,0,44216,27,
44016,1,44312,1855652,44311,0,44317,25,
44116,1,44412,1856064,44411,0,44418,29,
44217,1,44513,1856144,44512,0,44518,30,
44318,1,44613,1856576,44612,0,44618,30,
44418,1,44713,1856716,44713,0,44718,30,
44519,1,44815,1856840,44814,0,44821,29,
44618,1,44915,1857708,44914,0,44920,25,
44719,1,45015,1859816,45014,0,45021,32,
44822,1,45116,1803588,45115,0,45127,61,
44920,1,45217,1784456,45216,0,45224,48,
45021,1,45321,1784500,45317,0,45327,30,
45127,1,45418,1784732,45417,0,45423,31,
45224,1,45519,1784912,45518,0,45526,33,
45327,1,45620,1785264,45619,0,45625,37,
45424,1,45721,1785440,45719,0,45727,32,
45526,1,45822,1785620,45821,0,45831,30,
45625,1,45921,1785740,45920,0,45929,32,
45728,1,46022,1786048,46021,0,46028,34,
45831,1,46123,1785960,46122,0,46128,36,
45929,1,46224,1786248,46223,0,46231,27,
46028,1,46325,1787524,46324,0,46332,37,
46128,1,46425,1786920,46424,0,46434,38,
46231,1,46526,1784800,46525,0,46533,20,
46332,1,46627,1784948,46626,0,46632,17,
46434,1,46728,1785132,46727,0,46734,15,
46534,1,46828,1785088,46827,0,46837,28,
46632,1,46930,1784272,46928,0,46939,50,
46734,1,47030,1784272,47029,0,47034,12,
46837,1,47132,1784324,47130,0,47145,7,
46940,1,47231,1784164,47230,0,47239,25,
47035,1,47333,1784684,47331,0,47343,40,
47145,1,47432,1786872,47431,0,47443,44,
47239,1,47533,1786932,47532,0,47538,27,
47343,1,47634,1787280,47633,0,47645,5,
47443,1,47734,1787524,47733,0,47739,29,
47486,0,47838,1787816,47836,0,47846,27,
47538,0,47937,1787996,47936,0,47942,27,
47645,0,48037,1788340,48036,0,48044,31,
47739,0,48137,1788564,48137,0,48143,27,
47846,0,48238,1788616,48238,0,48244,27,
47943,0,48339,1789052,48338,0,48344,29,
48044,0,48440,1789164,48439,0,48445,27,
48143,0,48542,1788804,48539,0,48548,30,
48244,0,48640,1789496,48639,0,48645,32,
48344,0,48741,1790764,48740,0,48746,25,
48445,0,48842,1786620,48841,0,48854,48,
48548,0,48942,1786776,48942,0,48950,27,
48646,0,49044,1787504,49043,0,49059,31,
48746,0,49146,1787712,49144,0,49153,48,
48854,0,49246,1787880,49244,0,49253,55,
48881,1,49346,1787928,49345,0,49351,55,
48950,1,49448,1787300,49446,0,49454,48,
49060,1,49547,1787708,49546,0,49566,60,
49153,1,49648,1788544,49647,0,49660,78,
49253,1,49749,1789120,49748,0,49759,70,
49351,1,49800,1789812,49799,0,49811,72,
49454,1,49900,1790404,49899,0,49914,78,
49566,1,50001,1790528,50000,0,50017,72,
49660,1,50105,1790360,50100,0,50118,82,
49759,1,50201,1790656,50200,0,50214,78,
49811,1,50302,1791584,50301,0,50312,73,
49914,1,50402,1787752,50401,0,50412,46,
50017,1,50503,1787752,50502,0,50515,31,
50119,1,50603,1788036,50602,0,50615,42,
50215,1,50704,1788620,50703,0,50715,55,
50312,1,50807,1789064,50806,0,50825,90,
50412,1,50907,1789308,50906,0,50916,82,
50516,1,51011,1790252,51009,0,51022,66,
50615,1,51111,1790132,51110,0,51117,87,
50716,1,51211,1790372,51210,0,51218,68,
50826,1,51311,1789116,51310,0,51317,76,
50916,1,51412,1789292,51411,0,51419,60,
51022,1,51513,1789788,51512,0,51518,55,
51117,1,51614,1789756,51612,0,51620,53,
51218,1,51715,1789324,51713,0,51719,39,
51317,1,51815,1789904,51814,0,51820,33,
51419,1,51915,1790648,51914,0,51921,34,
51518,1,52015,1792072,52015,0,52021,34,
51620,1,52119,1793808,52118,0,52129,44,
51719,1,52219,1789828,52218,0,52227,88,
51820,1,52319,1789900,52318,0,52329,48,
51921,1,52420,1795812,52419,0,52429,42,
52021,1,52521,1795832,52521,0,52528,20,
52129,1,52622,1796008,52621,0,52627,14,
52227,1,52723,1796060,52721,0,52729,18,
52329,1,52823,1796060,52821,0,52829,15,
52430,1,52923,1795956,52922,0,52928,12,
52529,1,53023,1795956,53022,0,53027,5,
52628,1,53123,1795956,53122,0,53127,4,
52730,1,53223,1796008,53222,0,53228,6,
52829,1,53324,1795764,53323,0,53329,10,
52929,1,53424,1795800,53423,0,53428,2,
53027,1,53524,1795860,53523,0,53529,2,
53127,1,53624,1795912,53624,0,53629,4,
53228,1,53724,1795964,53723,0,53729,0,
53329,1,53824,1795976,53824,0,53829,7,
53429,1,53925,1796028,53924,0,53930,2,
53529,1,54025,1796080,54025,0,54031,4,
53630,1,54126,1795820,54125,0,54130,5,
53730,1,54226,1795872,54225,0,54230,2,
53830,1,54326,1796140,54325,0,54332,9,
53930,1,54426,1796316,54426,0,54431,30,
54032,1,54527,1796564,54526,0,54531,29,
54130,1,54629,1796812,54627,0,54635,25,
54230,1,54727,1796936,54727,0,54732,27,
54332,1,54828,1797060,54827,0,54834,34,
54431,1,54931,1795848,54927,0,54936,30,
54532,1,55028,1796148,55027,0,55033,27,
54636,1,55128,1795432,55128,0,55134,25,
54733,1,55229,1796112,55228,0,55235,34,
54834,1,55331,1797568,55329,0,55340,26,
54936,1,55434,1793760,55433,0,55443,30,
55033,1,55535,1793812,55534,0,55544,15,
55134,1,55635,1794088,55634,0,55642,19,
55235,1,55736,1794216,55735,0,55742,15,
55341,1,55838,1794216,55837,0,55844,0,
55443,1,55938,1793048,55937,0,55945,14,
55544,1,56039,1792840,56038,0,56046,3,
55642,1,56140,1792900,56139,0,56147,1,
55742,1,56241,1792960,56240,0,56248,4,
55844,1,56342,1792912,56341,0,56350,5,
55945,1,56442,1792652,56441,0,56452,3,
56046,1,56545,1792188,56542,0,56551,11,
56147,1,56644,1792188,56643,0,56652,0,
56249,1,56744,1792188,56743,0,56751,4,
56350,1,56846,1792240,56845,0,56852,3,
56452,1,56947,1792352,56946,0,56953,3,
56551,1,57047,1792352,57046,0,57055,5,
56653,1,57148,1792412,57147,0,57156,4,
56751,1,57249,1792464,57248,0,57261,1,
56853,1,57349,1791944,57348,0,57354,8,
56953,1,57451,1791944,57450,0,57461,4,
57055,1,57552,1791944,57550,0,57559,3,
57156,1,57653,1792004,57651,0,57659,4,
57261,1,57753,1792044,57752,0,57760,6,
57354,1,57853,1792104,57853,0,57859,2,
57461,1,57955,1792104,57953,0,57961,5,
57559,1,58055,1792156,58054,0,58063,2,
57660,1,58157,1791804,58155,0,58164,11,
57760,1,58257,1791860,58256,0,58264,3,
57859,1,58359,1791856,58357,0,58373,1,
57962,1,58459,1791980,58458,0,58465,5,
58063,1,58560,1792036,58559,0,58566,4,
58164,1,58660,1792496,58659,0,58666,22,
